Year,Quarter,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,ProvisionGroupDesc,ProvisionDesc,ProvisionValue,ProvisionAltValue,DataType,Enacted_Date,Effective_Date,GeoLocation,ProvisionGroupID,ProvisionID,Time_Lag,Negative_Lag,Copied_From_Neighbor,Total_Neighbors,No_Neighbors_Already_Implemented,Neighbor_Adoption_Rate,Neighbors_Already_Implemented,Neighbor_Who_Implemented_First,Adoption_Lag,Copy_Confidence_Score,Region,First_Known_Date,Years_Since_First_Adoption,Time_To_Implementation,Policy_Type,Is_Restaurant_Policy,Is_Worksite_Policy,Is_Ban_Policy,Region_Northeast,Region_South,Region_West,MeasureDesc_Commercial Day Care Centers,MeasureDesc_Government Multi-Unit Housing,MeasureDesc_Government Worksites,MeasureDesc_Home-based Day Care Centers,MeasureDesc_Hotels and Motels,MeasureDesc_Personal Vehicles,MeasureDesc_Private Multi-Unit Housing,MeasureDesc_Private Worksites,MeasureDesc_Restaurants,MeasureDesc_Smokefree Indoor Air – Other Sites
2002,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Banned,4,Ranking,2002-02-22,2002-07-01,"(44.353130053000484, -100.3735306369997)",15GRP,97,129,False,False,5,0,0.0,[],,,0.0,Midwest,1975-06-02,26.72689938398357,129,Smokefree Indoor Air – Other Sites - Grocery Stores,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002,4,OR,Oregon,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Patron Area,Designated Areas,3,Ranking,2001-08-17,2002-01-01,"(44.56744942400047, -120.15503132599969)",15GRP,233,137,False,False,4,2,0.5,"['Nevada', 'Idaho']",Nevada,6072.0,0.4375,West,1975-01-01,26.625598904859686,137,Restaurants - Type of Restriction in Restaurant Patron Area,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2002,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Banned,4,Ranking,2002-02-22,2002-07-01,"(44.353130053000484, -100.3735306369997)",10GRP,50,129,False,False,5,3,0.6,"['North Dakota', 'Minnesota', 'Nebraska']",North Dakota,5377.0,0.5249999999999999,Midwest,1963-07-12,38.61738535249829,129,Commercial Day Care Centers - Type of Restriction in Commercial Day Care,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Banned,4,Ranking,2002-05-31,2002-12-01,"(39.008830667000495, -75.57774116799965)",10GRP,37,184,False,False,3,0,0.0,[],,,0.0,South,1975-01-01,27.411362080766597,184,Restaurants - Type of Restriction in Restaurant (Summary),1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2002,4,OR,Oregon,Legislation - Smokefree Indoor Air,Hotels and Motels,Additional Requirements,Sleeping Room Designation (Type),Smoking Room,3,Ranking,2001-08-17,2002-01-01,"(44.56744942400047, -120.15503132599969)",20GRP,83,137,False,False,4,1,0.25,['California'],California,2584.0,0.21875,West,1990-01-01,11.624914442162902,137,Hotels and Motels - Sleeping Room Designation (Type),0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2002,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Patron Area,Banned,4,Ranking,2002-02-22,2002-07-01,"(44.353130053000484, -100.3735306369997)",15GRP,233,129,False,False,5,0,0.0,[],,,0.0,Midwest,1975-01-01,27.143052703627653,129,Restaurants - Type of Restriction in Restaurant Patron Area,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Malls,Banned,4,Ranking,2002-05-31,2002-11-27,"(39.008830667000495, -75.57774116799965)",15GRP,96,180,False,False,3,0,0.0,[],,,0.0,South,1985-05-10,17.05681040383299,180,Smokefree Indoor Air – Other Sites - Malls,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Restrictions,Type of Restriction in Home-Based Day Care,Banned,4,Ranking,2002-05-31,2002-11-27,"(39.008830667000495, -75.57774116799965)",10GRP,65,180,False,False,3,0,0.0,[],,,0.0,South,1987-06-04,14.989733059548255,180,Home-based Day Care Centers - Type of Restriction in Home-Based Day Care,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,4,OR,Oregon,Legislation - Smokefree Indoor Air,Hotels and Motels,Restrictions,Type of Restriction in Lobby and Common Area of Hotel and Motel,Banned,4,Ranking,2001-08-17,2002-01-01,"(44.56744942400047, -120.15503132599969)",10GRP,81,137,False,False,4,0,0.0,[],,,0.0,West,1990-01-09,11.603011635865846,137,Hotels and Motels - Type of Restriction in Lobby and Common Area of Hotel and Motel,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Banned,4,Ranking,2002-05-31,2002-12-01,"(39.008830667000495, -75.57774116799965)",15GRP,232,184,False,False,3,0,0.0,[],,,0.0,South,1975-01-01,27.411362080766597,184,Restaurants - Type of Restriction in Restaurant Employee Area,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2002,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Hospitals,Banned,4,Ranking,2002-02-22,2002-07-01,"(44.353130053000484, -100.3735306369997)",15GRP,100,129,False,False,5,1,0.2,['Minnesota'],Minnesota,9762.0,0.175,Midwest,1975-05-05,26.803559206023273,129,Smokefree Indoor Air – Other Sites - Hospitals,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Bars,Restriction Areas,Type of Restriction in Bar Patron Area,Banned,4,Ranking,2002-05-31,2002-12-01,"(39.008830667000495, -75.57774116799965)",15GRP,235,184,False,False,3,0,0.0,[],,,0.0,South,1979-01-01,23.411362080766597,184,Bars - Type of Restriction in Bar Patron Area,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,4,FL,Florida,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Banned,4,Ranking,1985-06-19,1985-10-01,"(28.932040377000476, -81.92896053899966)",10GRP,1,104,False,False,2,0,0.0,[],,,0.0,South,1975-06-02,10.047912388774812,104,Government Worksites - Type of Restriction in Government Worksite,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Designated Areas,3,Ranking,2002-02-22,2002-07-01,"(44.353130053000484, -100.3735306369997)",10GRP,37,129,False,False,5,5,1.0,"['North Dakota', 'Minnesota', 'Iowa', 'Nebraska', 'Montana']",North Dakota,9914.0,0.7,Midwest,1975-01-01,27.143052703627653,129,Restaurants - Type of Restriction in Restaurant (Summary),1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Bars,Restrictions,Type of Restriction in Bar (Summary),Banned,4,Ranking,2002-05-31,2002-12-01,"(39.008830667000495, -75.57774116799965)",10GRP,234,184,False,False,3,0,0.0,[],,,0.0,South,1979-01-01,23.411362080766597,184,Bars - Type of Restriction in Bar (Summary),0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Private Worksites,Restrictions,Type of Restriction in Private Worksite,Banned,4,Ranking,2002-05-31,2002-11-27,"(39.008830667000495, -75.57774116799965)",10GRP,20,180,False,False,3,0,0.0,[],,,0.0,South,1975-06-02,26.99520876112252,180,Private Worksites - Type of Restriction in Private Worksite,0,1,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2002,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Private Worksites,Restrictions,Type of Restriction in Private Worksite,Banned,4,Ranking,2002-02-22,2002-07-01,"(44.353130053000484, -100.3735306369997)",10GRP,20,129,False,False,5,0,0.0,[],,,0.0,Midwest,1975-06-02,26.72689938398357,129,Private Worksites - Type of Restriction in Private Worksite,0,1,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Patron Area,Banned,4,Ranking,2002-05-31,2002-12-01,"(39.008830667000495, -75.57774116799965)",15GRP,233,184,False,False,3,0,0.0,[],,,0.0,South,1975-01-01,27.411362080766597,184,Restaurants - Type of Restriction in Restaurant Patron Area,1,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Casinos (Racetrack),Banned,4,Ranking,2002-05-31,2002-11-27,"(39.008830667000495, -75.57774116799965)",15GRP,336,180,False,False,3,0,0.0,[],,,0.0,South,2002-05-31,0.0,180,Smokefree Indoor Air – Other Sites - Casinos (Racetrack),0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002,4,OR,Oregon,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Bar Area,Designated Areas,3,Ranking,2001-08-17,2002-01-01,"(44.56744942400047, -120.15503132599969)",15GRP,231,137,False,False,4,2,0.5,"['California', 'Nevada']",California,3725.0,0.4375,West,1975-01-01,26.625598904859686,137,Restaurants - Type of Restriction in Restaurant Bar Area,1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2002,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Banned,4,Ranking,2002-02-22,2002-07-01,"(44.353130053000484, -100.3735306369997)",15GRP,232,129,False,False,5,0,0.0,[],,,0.0,Midwest,1975-01-01,27.143052703627653,129,Restaurants - Type of Restriction in Restaurant Employee Area,1,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Banned,4,Ranking,2002-05-31,2002-11-27,"(39.008830667000495, -75.57774116799965)",10GRP,1,180,False,False,3,0,0.0,[],,,0.0,South,1975-06-02,26.99520876112252,180,Government Worksites - Type of Restriction in Government Worksite,0,1,1,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Hotels and Motels,Restrictions,Type of Restriction in Lobby and Common Area of Hotel and Motel,Banned,4,Ranking,2002-02-22,2002-07-01,"(44.353130053000484, -100.3735306369997)",10GRP,81,129,False,False,5,0,0.0,[],,,0.0,Midwest,1990-01-09,12.120465434633813,129,Hotels and Motels - Type of Restriction in Lobby and Common Area of Hotel and Motel,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Vehicles,Type of Restriction in Home-Based Day Care Vehicle,Banned,4,Ranking,2002-05-31,2002-11-27,"(39.008830667000495, -75.57774116799965)",30GRP,77,180,False,False,3,0,0.0,[],,,0.0,South,2002-05-31,0.0,180,Home-based Day Care Centers - Type of Restriction in Home-Based Day Care Vehicle,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Banned,4,Ranking,2002-02-22,2002-07-01,"(44.353130053000484, -100.3735306369997)",15GRP,99,129,False,False,5,0,0.0,[],,,0.0,Midwest,1973-05-04,28.804928131416837,129,Smokefree Indoor Air – Other Sites - Public Transportation,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Hotels and Motels,Additional Requirements,Sleeping Room Designation (Type),Smoking Room,3,Ranking,2002-02-22,2002-07-01,"(44.353130053000484, -100.3735306369997)",20GRP,83,129,False,False,5,0,0.0,[],,,0.0,Midwest,1990-01-01,12.14236824093087,129,Hotels and Motels - Sleeping Room Designation (Type),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Government Multi-Unit Housing,Restrictions,Type of Restriction in Lobby and Common Area of Government Multi-Unit Housing,Banned,4,Ranking,2002-05-31,2002-12-07,"(39.008830667000495, -75.57774116799965)",10GRP,115,190,False,False,3,0,0.0,[],,,0.0,South,1990-04-27,12.093086926762492,190,Government Multi-Unit Housing - Type of Restriction in Lobby and Common Area of Government Multi-Unit Housing,0,0,1,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Vehicles,Type of Restriction in Commercial Day Care Vehicle,Banned,4,Ranking,2002-05-31,2002-11-27,"(39.008830667000495, -75.57774116799965)",30GRP,61,180,False,False,3,0,0.0,[],,,0.0,South,2000-07-13,1.8809034907597535,180,Commercial Day Care Centers - Type of Restriction in Commercial Day Care Vehicle,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Restrictions,Type of Restriction in Home-Based Day Care,Banned,4,Ranking,2002-02-22,2002-07-01,"(44.353130053000484, -100.3735306369997)",10GRP,65,129,False,False,5,2,0.4,"['North Dakota', 'Minnesota']",North Dakota,5377.0,0.35,Midwest,1987-06-04,14.72142368240931,129,Home-based Day Care Centers - Type of Restriction in Home-Based Day Care,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Bars,Restriction Areas,Type of Restriction in Bar Employee Area,Banned,4,Ranking,2002-05-31,2002-12-01,"(39.008830667000495, -75.57774116799965)",15GRP,236,184,False,False,3,0,0.0,[],,,0.0,South,1979-01-01,23.411362080766597,184,Bars - Type of Restriction in Bar Employee Area,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Hotels and Motels,Restrictions,Type of Restriction in Lobby and Common Area of Hotel and Motel,Banned,4,Ranking,2002-05-31,2002-11-30,"(39.008830667000495, -75.57774116799965)",10GRP,81,183,False,True,3,1,0.3333333333333333,['Maryland'],Maryland,2591.0,0.2916666666666666,South,1990-01-09,12.388774811772759,183,Hotels and Motels - Type of Restriction in Lobby and Common Area of Hotel and Motel,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2002,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Enclosed Arenas,Banned,4,Ranking,2002-02-22,2002-07-01,"(44.353130053000484, -100.3735306369997)",15GRP,98,129,False,False,5,0,0.0,[],,,0.0,Midwest,1975-06-02,26.72689938398357,129,Smokefree Indoor Air – Other Sites - Enclosed Arenas,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002,4,DE,Delaware,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Mental Health - Outpatient Facilities,Banned,4,Ranking,2002-05-31,2002-11-27,"(39.008830667000495, -75.57774116799965)",15GRP,340,180,False,False,3,0,0.0,[],,,0.0,South,1999-01-01,3.4113620807665983,180,Smokefree Indoor Air – Other Sites - Mental Health - Outpatient Facilities,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2002,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Banned,4,Ranking,2002-02-22,2002-07-01,"(44.353130053000484, -100.3735306369997)",10GRP,1,129,False,True,5,2,0.4,"['Nebraska', 'Montana']",Nebraska,1060.0,0.35,Midwest,1975-06-02,26.72689938398357,129,Government Worksites - Type of Restriction in Government Worksite,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2002,4,OR,Oregon,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Designated Areas,3,Ranking,2001-08-17,2002-01-01,"(44.56744942400047, -120.15503132599969)",10GRP,37,137,False,False,4,3,0.75,"['California', 'Nevada', 'Idaho']",California,6072.0,0.65625,West,1975-01-01,26.625598904859686,137,Restaurants - Type of Restriction in Restaurant (Summary),1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2003,4,OK,Oklahoma,Legislation - Smokefree Indoor Air,Hotels and Motels,Additional Requirements,Sleeping Room Designation (Type),Smoking Room,3,Ranking,2003-06-06,2003-09-01,"(35.47203135600046, -97.52107021399968)",20GRP,83,87,False,False,6,0,0.0,[],,,0.0,South,1990-01-01,13.426420260095824,87,Hotels and Motels - Sleeping Room Designation (Type),0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2003,4,NY,New York,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Patron Area,Banned,4,Ranking,2003-03-26,2003-07-24,"(42.82700103200045, -75.54397042699964)",15GRP,233,120,False,False,5,1,0.2,['Vermont'],Vermont,3589.0,0.175,Northeast,1975-01-01,28.229979466119097,120,Restaurants - Type of Restriction in Restaurant Patron Area,1,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2003,4,AL,Alabama,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Designated Areas,3,Ranking,2003-06-19,2003-09-01,"(32.84057112200048, -86.63186076199969)",15GRP,97,74,False,False,4,0,0.0,[],,,0.0,South,1975-06-02,28.046543463381244,74,Smokefree Indoor Air – Other Sites - Grocery Stores,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2003,4,NY,New York,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Banned,4,Ranking,2003-03-26,2003-07-24,"(42.82700103200045, -75.54397042699964)",10GRP,1,120,False,False,5,1,0.2,['Massachusetts'],Massachusetts,2036.0,0.175,Northeast,1975-06-02,27.813826146475016,120,Government Worksites - Type of Restriction in Government Worksite,0,1,1,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,4,NY,New York,Legislation - Smokefree Indoor Air,Bars,Restrictions,Type of Restriction in Bar (Summary),Banned,4,Ranking,2003-03-26,2003-07-24,"(42.82700103200045, -75.54397042699964)",10GRP,234,120,False,False,5,0,0.0,[],,,0.0,Northeast,1979-01-01,24.229979466119097,120,Bars - Type of Restriction in Bar (Summary),0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,4,NY,New York,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Mental Health - Residential Facilities,Designated Areas,3,Ranking,2003-03-26,2003-07-24,"(42.82700103200045, -75.54397042699964)",15GRP,341,120,False,False,5,0,0.0,[],,,0.0,Northeast,2001-04-12,1.9520876112251881,120,Smokefree Indoor Air – Other Sites - Mental Health - Residential Facilities,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2003,4,NY,New York,Legislation - Smokefree Indoor Air,Private Worksites,Restrictions,Type of Restriction in Private Worksite,Banned,4,Ranking,2003-03-26,2003-07-24,"(42.82700103200045, -75.54397042699964)",10GRP,20,120,False,False,5,0,0.0,[],,,0.0,Northeast,1975-06-02,27.813826146475016,120,Private Worksites - Type of Restriction in Private Worksite,0,1,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
2003,4,NY,New York,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Banned,4,Ranking,2003-03-26,2003-07-24,"(42.82700103200045, -75.54397042699964)",15GRP,97,120,False,False,5,2,0.4,"['New Jersey', 'Massachusetts']",New Jersey,6496.0,0.35,Northeast,1975-06-02,27.813826146475016,120,Smokefree Indoor Air – Other Sites - Grocery Stores,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2003,4,NY,New York,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Substance Use - Outpatient Facilities,Banned,4,Ranking,2003-03-26,2003-07-25,"(42.82700103200045, -75.54397042699964)",15GRP,338,121,False,False,5,0,0.0,[],,,0.0,Northeast,2002-05-31,0.8186173853524983,121,Smokefree Indoor Air – Other Sites - Substance Use - Outpatient Facilities,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2003,4,NY,New York,Legislation - Smokefree Indoor Air,Hotels and Motels,Additional Requirements,Sleeping Room Designation (Type),Smoking Room,3,Ranking,2003-05-26,2003-07-24,"(42.82700103200045, -75.54397042699964)",20GRP,83,59,False,False,5,1,0.2,['Connecticut'],Connecticut,3.0,0.4737671232876712,Northeast,1990-01-01,13.396303901437372,59,Hotels and Motels - Sleeping Room Designation (Type),0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2003,4,NY,New York,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Bingo Halls,Banned,4,Ranking,2003-03-26,2003-07-24,"(42.82700103200045, -75.54397042699964)",15GRP,337,120,False,False,5,0,0.0,[],,,0.0,Northeast,2003-03-26,0.0,120,Smokefree Indoor Air – Other Sites - Bingo Halls,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2003,4,FL,Florida,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Casinos (Racetrack),Banned,4,Ranking,2003-06-23,2003-07-01,"(28.932040377000476, -81.92896053899966)",15GRP,336,8,False,False,2,0,0.0,[],,,0.0,South,2002-05-31,1.0622861054072552,8,Smokefree Indoor Air – Other Sites - Casinos (Racetrack),0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2003,4,NY,New York,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Enclosed Arenas,Banned,4,Ranking,2003-03-26,2003-07-24,"(42.82700103200045, -75.54397042699964)",15GRP,98,120,False,False,5,0,0.0,[],,,0.0,Northeast,1975-06-02,27.813826146475016,120,Smokefree Indoor Air – Other Sites - Enclosed Arenas,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2003,4,NY,New York,Legislation - Smokefree Indoor Air,Hotels and Motels,Restrictions,Type of Restriction in Lobby and Common Area of Hotel and Motel,Banned,4,Ranking,2003-05-26,2003-07-24,"(42.82700103200045, -75.54397042699964)",10GRP,81,59,False,False,5,1,0.2,['Vermont'],Vermont,3644.0,0.175,Northeast,1990-01-09,13.374401095140314,59,Hotels and Motels - Type of Restriction in Lobby and Common Area of Hotel and Motel,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2003,4,NY,New York,Legislation - Smokefree Indoor Air,Bars,Restriction Areas,Type of Restriction in Bar Patron Area,Banned,4,Ranking,2003-03-26,2003-07-24,"(42.82700103200045, -75.54397042699964)",15GRP,235,120,False,False,5,0,0.0,[],,,0.0,Northeast,1979-01-01,24.229979466119097,120,Bars - Type of Restriction in Bar Patron Area,0,0,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2003,4,OK,Oklahoma,Legislation - Smokefree Indoor Air,Hotels and Motels,Restrictions,Type of Restriction in Lobby and Common Area of Hotel and Motel,Banned,4,Ranking,2003-06-06,2003-09-01,"(35.47203135600046, -97.52107021399968)",10GRP,81,87,False,False,6,0,0.0,[],,,0.0,South,1990-01-09,13.404517453798768,87,Hotels and Motels - Type of Restriction in Lobby and Common Area of Hotel and Motel,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2003,4,OK,Oklahoma,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Malls,Banned,4,Ranking,2003-06-06,2003-09-01,"(35.47203135600046, -97.52107021399968)",15GRP,96,87,False,False,6,0,0.0,[],,,0.0,South,1985-05-10,18.072553045859,87,Smokefree Indoor Air – Other Sites - Malls,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
2003,4,AL,Alabama,Legislation - Smokefree Indoor Air,Hotels and Motels,Additional Requirements,Sleeping Room Designation (Type),Smoking Room,3,Ranking,2003-06-13,2003-09-01,"(32.84057112200048, -86.63186076199969)",20GRP,83,80,False,False,4,0,0.0,[],,,0.0,South,1990-01-01,13.44558521560575,80,Hotels and Motels - Sleeping Room Designation (Type),0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
2003,4,FL,Florida,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Mental Health - Outpatient Facilities,Banned,4,Ranking,2003-06-23,2003-07-01,"(28.932040377000476, -81.92896053899966)",15GRP,340,8,False,False,2,0,0.0,[],,,0.0,South,1999-01-01,4.473648186173854,8,Smokefree Indoor Air – Other Sites - Mental Health - Outpatient Facilities,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
