Year,Quarter,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,ProvisionGroupDesc,ProvisionDesc,ProvisionValue,ProvisionAltValue,DataType,Enacted_Date,Effective_Date,GeoLocation,ProvisionGroupID,ProvisionID,Time_Lag,Negative_Lag,Copied_From_Neighbor,Total_Neighbors,No_Neighbors_Already_Implemented,Neighbor_Adoption_Rate,Neighbors_Already_Implemented,Neighbor_Who_Implemented_First,Adoption_Lag,Copy_Confidence_Score,Region,First_Known_Date,Years_Since_First_Adoption,Time_To_Implementation,Policy_Type,Is_Restaurant_Policy,Is_Worksite_Policy,Is_Ban_Policy,Region_Northeast,Region_South,Region_West,MeasureDesc_Commercial Day Care Centers,MeasureDesc_Government Multi-Unit Housing,MeasureDesc_Government Worksites,MeasureDesc_Home-based Day Care Centers,MeasureDesc_Hotels and Motels,MeasureDesc_Personal Vehicles,MeasureDesc_Private Multi-Unit Housing,MeasureDesc_Private Worksites,MeasureDesc_Restaurants,MeasureDesc_Smokefree Indoor Air – Other Sites
1995,4,UT,Utah,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Restrictions,Type of Restriction in Home-Based Day Care,Banned,4,Ranking,1994-03-22,1995-01-01,"(39.360700171000474, -111.58713063499971)",10GRP,65,285,False,False,5,0,0.0,[],,,0.0,West,1987-06-04,6.798083504449007,285,Home-based Day Care Centers - Type of Restriction in Home-Based Day Care,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,KS,Kansas,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Enclosed Arenas,Designated Areas,3,Ranking,1987-04-14,1987-07-01,"(38.34774030000045, -98.20078122699965)",15GRP,98,78,False,True,4,2,0.5,"['Nebraska', 'Colorado']",Nebraska,3574.0,0.4375,Midwest,1975-06-02,11.865845311430528,78,Smokefree Indoor Air – Other Sites - Enclosed Arenas,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995,4,OR,Oregon,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Designated Areas,3,Ranking,1981-01-01,1981-12-31,"(44.56744942400047, -120.15503132599969)",10GRP,37,364,False,False,4,0,0.0,[],,,0.0,West,1975-01-01,6.0013689253935665,364,Restaurants - Type of Restriction in Restaurant (Summary),1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1995,4,MI,Michigan,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Designated Areas,3,Ranking,1986-07-15,1986-07-15,"(44.6613195430005, -84.71439026999968)",15GRP,99,0,False,False,3,2,0.6666666666666666,"['Wisconsin', 'Ohio']",Wisconsin,3698.0,0.5833333333333333,Midwest,1973-05-04,13.196440793976729,0,Smokefree Indoor Air – Other Sites - Public Transportation,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995,4,MO,Missouri,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Patron Area,Designated Areas,3,Ranking,1992-06-11,1992-12-31,"(38.635790776000476, -92.56630005299968)",15GRP,233,203,False,False,7,4,0.5714285714285714,"['Iowa', 'Illinois', 'Kansas', 'Nebraska']",Iowa,4910.0,0.4999999999999999,Midwest,1975-01-01,17.44284736481862,203,Restaurants - Type of Restriction in Restaurant Patron Area,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1995,4,MO,Missouri,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Bar Area,Designated Areas,3,Ranking,1992-06-11,1992-12-31,"(38.635790776000476, -92.56630005299968)",15GRP,231,203,False,False,7,4,0.5714285714285714,"['Iowa', 'Illinois', 'Kansas', 'Nebraska']",Iowa,4910.0,0.4999999999999999,Midwest,1975-01-01,17.44284736481862,203,Restaurants - Type of Restriction in Restaurant Bar Area,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1995,4,ME,Maine,Legislation - Smokefree Indoor Air,Hotels and Motels,Restrictions,Type of Restriction in Lobby and Common Area of Hotel and Motel,Designated Areas,3,Ranking,1993-06-15,1994-01-01,"(45.254228894000505, -68.98503133599962)",10GRP,81,200,False,True,1,1,1.0,['New Hampshire'],New Hampshire,1145.0,0.7,Northeast,1990-01-09,3.430527036276523,200,Hotels and Motels - Type of Restriction in Lobby and Common Area of Hotel and Motel,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1995,4,NY,New York,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Banned,4,Ranking,1994-07-26,1994-08-25,"(42.82700103200045, -75.54397042699964)",10GRP,50,30,False,False,5,0,0.0,[],,,0.0,Northeast,1963-07-12,31.039014373716633,30,Commercial Day Care Centers - Type of Restriction in Commercial Day Care,0,0,1,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,KS,Kansas,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Designated Areas,3,Ranking,1987-07-01,1987-12-31,"(38.34774030000045, -98.20078122699965)",15GRP,232,183,False,False,4,1,0.25,['Nebraska'],Nebraska,3103.0,0.21875,Midwest,1975-01-01,12.49555099247091,183,Restaurants - Type of Restriction in Restaurant Employee Area,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1995,4,RI,Rhode Island,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Designated Areas,3,Ranking,1977-01-01,1977-12-31,"(41.70828019300046, -71.52247031399963)",15GRP,232,364,False,False,2,0,0.0,[],,,0.0,Northeast,1975-01-01,2.001368925393566,364,Restaurants - Type of Restriction in Restaurant Employee Area,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1995,4,UT,Utah,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Banned,4,Ranking,1994-03-22,1995-01-01,"(39.360700171000474, -111.58713063499971)",10GRP,50,285,False,False,5,0,0.0,[],,,0.0,West,1963-07-12,30.694045174537987,285,Commercial Day Care Centers - Type of Restriction in Commercial Day Care,0,0,1,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,ME,Maine,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Malls,Designated Areas,3,Ranking,1993-06-15,1994-01-01,"(45.254228894000505, -68.98503133599962)",15GRP,96,200,False,True,1,1,1.0,['New Hampshire'],New Hampshire,1145.0,0.7,Northeast,1985-05-10,8.098562628336756,200,Smokefree Indoor Air – Other Sites - Malls,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995,4,UT,Utah,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Banned,4,Ranking,1994-03-22,1995-01-01,"(39.360700171000474, -111.58713063499971)",10GRP,1,285,False,False,5,1,0.2,['Idaho'],Idaho,805.0,0.175,West,1975-06-02,18.803559206023273,285,Government Worksites - Type of Restriction in Government Worksite,0,1,1,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,UT,Utah,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Bar Area,Banned,4,Ranking,1994-03-22,1995-01-01,"(39.360700171000474, -111.58713063499971)",15GRP,231,285,False,False,5,0,0.0,[],,,0.0,West,1975-01-01,19.21971252566735,285,Restaurants - Type of Restriction in Restaurant Bar Area,1,0,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1995,4,RI,Rhode Island,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Designated Areas,3,Ranking,1977-01-01,1977-12-31,"(41.70828019300046, -71.52247031399963)",10GRP,37,364,False,False,2,0,0.0,[],,,0.0,Northeast,1975-01-01,2.001368925393566,364,Restaurants - Type of Restriction in Restaurant (Summary),1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1995,4,WA,Washington,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Hospitals,Designated Areas,3,Ranking,1985-05-10,1995-07-28,"(47.52227862900048, -120.47001078999972)",15GRP,100,3731,False,True,2,2,1.0,"['Idaho', 'Oregon']",Idaho,2899.0,0.7,West,1975-05-05,10.015058179329227,3731,Smokefree Indoor Air – Other Sites - Hospitals,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995,4,NE,Nebraska,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Designated Areas,3,Ranking,1979-05-21,1980-01-01,"(41.6410409880005, -99.36572062299967)",15GRP,99,225,False,True,5,2,0.4,"['South Dakota', 'Colorado']",South Dakota,1914.0,0.35,Midwest,1973-05-04,6.04517453798768,225,Smokefree Indoor Air – Other Sites - Public Transportation,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995,4,MD,Maryland,Legislation - Smokefree Indoor Air,Hotels and Motels,Additional Requirements,Sleeping Room Designation (Type),Smoking Room,3,Ranking,1995-04-27,1995-04-27,"(39.29058096400047, -76.60926011099963)",20GRP,83,0,False,False,5,0,0.0,[],,,0.0,South,1990-01-01,5.316906228610541,0,Hotels and Motels - Sleeping Room Designation (Type),0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1995,4,GA,Georgia,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Restrictions,Type of Restriction in Home-Based Day Care,Banned,4,Ranking,1994-04-01,1994-07-01,"(32.83968109300048, -83.62758034599966)",10GRP,65,91,False,False,5,1,0.2,['South Carolina'],South Carolina,31.0,0.4622602739726027,South,1987-06-04,6.825462012320329,91,Home-based Day Care Centers - Type of Restriction in Home-Based Day Care,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Designated Areas,3,Ranking,1994-03-11,1994-07-01,"(44.353130053000484, -100.3735306369997)",10GRP,50,112,False,False,5,0,0.0,[],,,0.0,Midwest,1963-07-12,30.663928815879533,112,Commercial Day Care Centers - Type of Restriction in Commercial Day Care,0,0,0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,IL,Illinois,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Bar Area,Designated Areas,3,Ranking,1990-01-01,1990-07-01,"(40.48501028300046, -88.99771017799969)",15GRP,231,181,False,False,4,1,0.25,['Wisconsin'],Wisconsin,2557.0,0.21875,Midwest,1975-01-01,15.000684462696784,181,Restaurants - Type of Restriction in Restaurant Bar Area,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1995,4,IL,Illinois,Legislation - Smokefree Indoor Air,Hotels and Motels,Additional Requirements,Sleeping Room Designation (Type),Smoking Room,3,Ranking,1990-01-01,1990-07-01,"(40.48501028300046, -88.99771017799969)",20GRP,83,181,False,False,4,0,0.0,[],,,0.0,Midwest,1990-01-01,0.0,181,Hotels and Motels - Sleeping Room Designation (Type),0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1995,4,MI,Michigan,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Prisons,Designated Areas,3,Ranking,1992-03-18,1992-06-15,"(44.6613195430005, -84.71439026999968)",15GRP,101,89,False,False,3,0,0.0,[],,,0.0,Midwest,1990-04-27,1.891854893908282,89,Smokefree Indoor Air – Other Sites - Prisons,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995,4,OK,Oklahoma,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Enclosed Arenas,Designated Areas,3,Ranking,1987-06-24,1987-11-01,"(35.47203135600046, -97.52107021399968)",15GRP,98,130,False,True,6,2,0.3333333333333333,"['Kansas', 'Colorado']",Kansas,3645.0,0.2916666666666666,South,1975-06-02,12.060232717316905,130,Smokefree Indoor Air – Other Sites - Enclosed Arenas,0,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995,4,CO,Colorado,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Designated Areas,3,Ranking,1977-07-01,1977-07-01,"(38.843840757000464, -106.13361092099967)",15GRP,99,0,False,False,6,1,0.1666666666666666,['Arizona'],Arizona,1519.0,0.1458333333333333,West,1973-05-04,4.158795345653662,0,Smokefree Indoor Air – Other Sites - Public Transportation,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995,4,ND,North Dakota,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Restrictions,Type of Restriction in Home-Based Day Care,Banned,4,Ranking,1993-04-01,1993-08-01,"(47.47531977900047, -100.11842104899966)",10GRP,65,122,False,True,3,1,0.3333333333333333,['Minnesota'],Minnesota,2128.0,0.2916666666666666,Midwest,1987-06-04,5.8261464750171115,122,Home-based Day Care Centers - Type of Restriction in Home-Based Day Care,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,FL,Florida,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Bar Area,Designated Areas,3,Ranking,1985-01-01,1985-01-01,"(28.932040377000476, -81.92896053899966)",15GRP,231,0,False,False,2,0,0.0,[],,,0.0,South,1975-01-01,10.001368925393566,0,Restaurants - Type of Restriction in Restaurant Bar Area,1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1995,4,NH,New Hampshire,Legislation - Smokefree Indoor Air,Hotels and Motels,Restrictions,Type of Restriction in Lobby and Common Area of Hotel and Motel,Designated Areas,3,Ranking,1990-04-27,1991-01-01,"(43.65595011300047, -71.50036091999965)",10GRP,81,249,False,False,3,0,0.0,[],,,0.0,Northeast,1990-01-09,0.29568788501026694,249,Hotels and Motels - Type of Restriction in Lobby and Common Area of Hotel and Motel,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
1995,4,SD,South Dakota,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Restrictions,Type of Restriction in Home-Based Day Care,Designated Areas,3,Ranking,1994-03-11,1994-07-01,"(44.353130053000484, -100.3735306369997)",10GRP,65,112,False,False,5,0,0.0,[],,,0.0,Midwest,1987-06-04,6.767967145790554,112,Home-based Day Care Centers - Type of Restriction in Home-Based Day Care,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,MN,Minnesota,Legislation - Smokefree Indoor Air,Private Worksites,Restrictions,Type of Restriction in Private Worksite,Designated Areas,3,Ranking,1975-06-02,1975-06-02,"(46.35564873600049, -94.79420050299967)",10GRP,20,0,False,False,4,0,0.0,[],,,0.0,Midwest,1975-06-02,0.0,0,Private Worksites - Type of Restriction in Private Worksite,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1995,4,PA,Pennsylvania,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Designated Areas,3,Ranking,1992-07-09,1992-07-09,"(40.79373015200048, -77.86070029399963)",15GRP,99,0,False,False,6,1,0.1666666666666666,['Ohio'],Ohio,5884.0,0.1458333333333333,Northeast,1973-05-04,19.1813826146475,0,Smokefree Indoor Air – Other Sites - Public Transportation,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995,4,MD,Maryland,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Designated Areas,3,Ranking,1995-04-27,1995-04-27,"(39.29058096400047, -76.60926011099963)",10GRP,37,0,False,True,5,4,0.8,"['Virginia', 'Pennsylvania', 'District of Columbia', 'Delaware']",Virginia,2318.0,0.7,South,1975-01-01,20.317590691307323,0,Restaurants - Type of Restriction in Restaurant (Summary),1,0,0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1995,4,MT,Montana,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Designated Areas,3,Ranking,1979-03-29,1979-07-01,"(47.06652897200047, -109.42442064499971)",15GRP,97,94,False,False,3,0,0.0,[],,,0.0,West,1975-06-02,3.8220396988364134,94,Smokefree Indoor Air – Other Sites - Grocery Stores,0,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995,4,NY,New York,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Designated Areas,3,Ranking,1989-07-05,1990-01-01,"(42.82700103200045, -75.54397042699964)",10GRP,1,180,False,True,5,3,0.6,"['New Jersey', 'Pennsylvania', 'Massachusetts']",New Jersey,1295.0,0.5249999999999999,Northeast,1975-06-02,14.091718001368925,180,Government Worksites - Type of Restriction in Government Worksite,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,LA,Louisiana,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Banned,4,Ranking,1992-07-14,1992-08-15,"(31.31266064400046, -92.44568007099969)",15GRP,99,32,False,False,3,0,0.0,[],,,0.0,South,1973-05-04,19.195071868583163,32,Smokefree Indoor Air – Other Sites - Public Transportation,0,0,1,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995,4,MI,Michigan,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Restrictions,Type of Restriction in Home-Based Day Care,Banned,4,Ranking,1993-10-29,1994-04-01,"(44.6613195430005, -84.71439026999968)",10GRP,65,154,False,False,3,0,0.0,[],,,0.0,Midwest,1987-06-04,6.403832991101985,154,Home-based Day Care Centers - Type of Restriction in Home-Based Day Care,0,0,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,ID,Idaho,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Designated Areas,3,Ranking,1985-01-01,1985-01-01,"(43.682630005000476, -114.3637300419997)",10GRP,37,0,False,True,5,2,0.4,"['Montana', 'Oregon']",Montana,2105.0,0.35,West,1975-01-01,10.001368925393566,0,Restaurants - Type of Restriction in Restaurant (Summary),1,0,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1995,4,MO,Missouri,Legislation - Smokefree Indoor Air,Bars,Restriction Areas,Type of Restriction in Bar Employee Area,Designated Areas,3,Ranking,1992-06-11,1992-12-31,"(38.635790776000476, -92.56630005299968)",15GRP,236,203,False,False,7,1,0.1428571428571428,['Nebraska'],Nebraska,4910.0,0.1249999999999999,Midwest,1979-01-01,13.442847364818617,203,Bars - Type of Restriction in Bar Employee Area,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,LA,Louisiana,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Banned,4,Ranking,1993-06-10,1993-08-15,"(31.31266064400046, -92.44568007099969)",10GRP,50,66,False,True,3,1,0.3333333333333333,['Arkansas'],Arkansas,2989.0,0.2916666666666666,South,1963-07-12,29.913757700205338,66,Commercial Day Care Centers - Type of Restriction in Commercial Day Care,0,0,1,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,ND,North Dakota,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Banned,4,Ranking,1993-04-01,1993-08-01,"(47.47531977900047, -100.11842104899966)",10GRP,50,122,False,True,3,1,0.3333333333333333,['Minnesota'],Minnesota,2128.0,0.2916666666666666,Midwest,1963-07-12,29.72210814510609,122,Commercial Day Care Centers - Type of Restriction in Commercial Day Care,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,ME,Maine,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Hospitals,Designated Areas,3,Ranking,1989-10-16,1989-10-16,"(45.254228894000505, -68.98503133599962)",15GRP,100,0,False,False,1,0,0.0,[],,,0.0,Northeast,1975-05-05,14.45037645448323,0,Smokefree Indoor Air – Other Sites - Hospitals,0,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995,4,MI,Michigan,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Banned,4,Ranking,1993-10-22,1993-10-22,"(44.6613195430005, -84.71439026999968)",10GRP,50,0,False,False,3,0,0.0,[],,,0.0,Midwest,1963-07-12,30.28062970568104,0,Commercial Day Care Centers - Type of Restriction in Commercial Day Care,0,0,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,NE,Nebraska,Legislation - Smokefree Indoor Air,Private Worksites,Restrictions,Type of Restriction in Private Worksite,Designated Areas,3,Ranking,1979-05-21,1980-01-01,"(41.6410409880005, -99.36572062299967)",10GRP,20,225,False,False,5,0,0.0,[],,,0.0,Midwest,1975-06-02,3.9671457905544147,225,Private Worksites - Type of Restriction in Private Worksite,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1995,4,MT,Montana,Legislation - Smokefree Indoor Air,Private Worksites,Restrictions,Type of Restriction in Private Worksite,Designated Areas,3,Ranking,1979-03-29,1979-07-01,"(47.06652897200047, -109.42442064499971)",10GRP,20,94,False,False,3,0,0.0,[],,,0.0,West,1975-06-02,3.8220396988364134,94,Private Worksites - Type of Restriction in Private Worksite,0,1,0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1995,4,CA,California,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Restrictions,Type of Restriction in Home-Based Day Care,Banned,4,Ranking,1994-07-21,1995-01-01,"(37.63864012300047, -120.99999953799971)",10GRP,65,164,False,False,3,0,0.0,[],,,0.0,West,1987-06-04,7.129363449691992,164,Home-based Day Care Centers - Type of Restriction in Home-Based Day Care,0,0,1,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,PA,Pennsylvania,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Patron Area,Designated Areas,3,Ranking,1988-12-21,1988-12-31,"(40.79373015200048, -77.86070029399963)",15GRP,233,10,False,False,6,0,0.0,[],,,0.0,Northeast,1975-01-01,13.971252566735114,10,Restaurants - Type of Restriction in Restaurant Patron Area,1,0,0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1995,4,NH,New Hampshire,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Designated Areas,3,Ranking,1990-04-27,1991-01-01,"(43.65595011300047, -71.50036091999965)",10GRP,1,249,False,True,3,1,0.3333333333333333,['Massachusetts'],Massachusetts,834.0,0.2916666666666666,Northeast,1975-06-02,14.902121834360027,249,Government Worksites - Type of Restriction in Government Worksite,0,1,0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,ND,North Dakota,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Designated Areas,3,Ranking,1987-04-04,1987-07-01,"(47.47531977900047, -100.11842104899966)",15GRP,99,88,False,False,3,2,0.6666666666666666,"['South Dakota', 'Montana']",South Dakota,4789.0,0.5833333333333333,Midwest,1973-05-04,13.91649555099247,88,Smokefree Indoor Air – Other Sites - Public Transportation,0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
1995,4,MN,Minnesota,Legislation - Smokefree Indoor Air,Government Worksites,Vehicles,Type of Restriction in Government Worksite Vehicle,Banned,4,Ranking,1987-06-04,1990-01-01,"(46.35564873600049, -94.79420050299967)",30GRP,17,942,False,False,4,0,0.0,[],,,0.0,Midwest,1979-01-01,8.421629021218344,942,Government Worksites - Type of Restriction in Government Worksite Vehicle,0,1,1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1995,4,MI,Michigan,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Designated Areas,3,Ranking,1993-10-15,1994-04-01,"(44.6613195430005, -84.71439026999968)",10GRP,37,168,False,False,3,1,0.3333333333333333,['Wisconsin'],Wisconsin,3940.0,0.2916666666666666,Midwest,1975-01-01,18.78713210130048,168,Restaurants - Type of Restriction in Restaurant (Summary),1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
1995,4,IL,Illinois,Legislation - Smokefree Indoor Air,Private Worksites,Restrictions,Type of Restriction in Private Worksite,Designated Areas,3,Ranking,1990-01-01,1990-07-01,"(40.48501028300046, -88.99771017799969)",10GRP,20,181,False,True,4,2,0.5,"['Iowa', 'Wisconsin']",Iowa,2084.0,0.4375,Midwest,1975-06-02,14.584531143052704,181,Private Worksites - Type of Restriction in Private Worksite,0,1,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
1995,4,IA,Iowa,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Designated Areas,3,Ranking,1990-04-24,1990-04-24,"(42.46940091300047, -93.81649055599968)",15GRP,232,0,False,False,6,4,0.6666666666666666,"['Minnesota', 'Wisconsin', 'Illinois', 'Nebraska']",Minnesota,5592.0,0.5833333333333333,Midwest,1975-01-01,15.31006160164271,0,Restaurants - Type of Restriction in Restaurant Employee Area,1,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
