Year,Quarter,LocationAbbr,LocationDesc,TopicDesc,MeasureDesc,ProvisionGroupDesc,ProvisionDesc,ProvisionValue,ProvisionAltValue,DataType,Enacted_Date,Effective_Date,GeoLocation,ProvisionGroupID,ProvisionID,Time_Lag,Negative_Lag,Copied_From_Neighbor,Total_Neighbors,No_Neighbors_Already_Implemented,Neighbor_Adoption_Rate,Neighbors_Already_Implemented,Neighbor_Who_Implemented_First,Adoption_Lag,Copy_Confidence_Score
1995,4,NH,New Hampshire,Legislation - Smokefree Indoor Air,Government Multi-Unit Housing,Restrictions,Type of Restriction in Lobby and Common Area of Government Multi-Unit Housing,Designated Areas,3,Ranking,1990-04-27,1991-01-01,"(43.65595011300047, -71.50036091999965)",10GRP,115,249,False,False,3,0,0.0,[],,,0.0
1995,4,MN,Minnesota,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Banned,4,Ranking,1987-06-04,1990-01-01,"(46.35564873600049, -94.79420050299967)",10GRP,50,942,False,False,4,0,0.0,[],,,0.0
1995,4,AK,Alaska,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Patron Area,Designated Areas,3,Ranking,1975-01-01,1975-12-31,"(64.84507995700051, -147.72205903599973)",15GRP,233,364,False,False,0,0,,[],,,0.0
1995,4,NE,Nebraska,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Patron Area,Designated Areas,3,Ranking,1979-01-01,1979-12-31,"(41.6410409880005, -99.36572062299967)",15GRP,233,364,False,False,5,0,0.0,[],,,0.0
1995,4,DE,Delaware,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Patron Area,Designated Areas,3,Ranking,1994-06-28,1994-06-28,"(39.008830667000495, -75.57774116799965)",15GRP,233,0,False,True,3,1,0.3333333333333333,['Pennsylvania'],Pennsylvania,2015.0,0.29166666666666663
1995,4,FL,Florida,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Designated Areas,3,Ranking,1985-06-19,1985-10-01,"(28.932040377000476, -81.92896053899966)",10GRP,1,104,False,False,2,0,0.0,[],,,0.0
1995,4,RI,Rhode Island,Legislation - Smokefree Indoor Air,Private Worksites,Restrictions,Type of Restriction in Private Worksite,Designated Areas,3,Ranking,1986-06-27,1986-06-27,"(41.70828019300046, -71.52247031399963)",10GRP,20,0,False,False,2,0,0.0,[],,,0.0
1995,4,DE,Delaware,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Designated Areas,3,Ranking,1994-06-28,1994-06-28,"(39.008830667000495, -75.57774116799965)",10GRP,1,0,False,True,3,2,0.6666666666666666,"['Pennsylvania', 'New Jersey']",Pennsylvania,3114.0,0.5833333333333333
1995,4,UT,Utah,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Banned,4,Ranking,1994-03-22,1995-01-01,"(39.360700171000474, -111.58713063499971)",15GRP,232,285,False,False,5,0,0.0,[],,,0.0
1995,4,LA,Louisiana,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Designated Areas,3,Ranking,1992-07-14,1992-08-15,"(31.31266064400046, -92.44568007099969)",10GRP,1,32,False,False,3,0,0.0,[],,,0.0
1995,4,WA,Washington,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Malls,Designated Areas,3,Ranking,1985-05-10,1985-07-28,"(47.52227862900048, -120.47001078999972)",15GRP,96,79,False,False,2,0,0.0,[],,,0.0
1995,4,CA,California,Legislation - Smokefree Indoor Air,Government Worksites,Vehicles,Type of Restriction in Government Worksite Vehicle,Banned,4,Ranking,1993-10-11,1994-01-01,"(37.63864012300047, -120.99999953799971)",30GRP,17,82,False,False,3,0,0.0,[],,,0.0
1995,4,OH,Ohio,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Hospitals,Designated Areas,3,Ranking,1976-05-30,1976-08-31,"(40.06021014100048, -82.40426005599966)",15GRP,100,93,False,False,4,0,0.0,[],,,0.0
1995,4,VT,Vermont,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Hospitals,Designated Areas,3,Ranking,1993-05-28,1993-07-01,"(43.62538123900049, -72.51764079099962)",15GRP,100,34,False,True,3,2,0.6666666666666666,"['New York', 'Massachusetts']",New York,1961.0,0.5833333333333333
1995,4,TX,Texas,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Designated Areas,3,Ranking,1975-05-23,1975-09-01,"(31.827240407000488, -99.42677020599967)",15GRP,99,101,False,False,4,0,0.0,[],,,0.0
1995,4,MA,Massachusetts,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Designated Areas,3,Ranking,1988-01-14,1988-04-13,"(42.27687047000046, -72.08269067499964)",10GRP,50,90,False,False,5,0,0.0,[],,,0.0
1995,4,NJ,New Jersey,Legislation - Smokefree Indoor Air,Private Worksites,Restrictions,Type of Restriction in Private Worksite,Designated Areas,3,Ranking,1985-06-12,1986-03-01,"(40.13057004800049, -74.27369128799967)",10GRP,20,262,False,False,3,0,0.0,[],,,0.0
1995,4,MO,Missouri,Legislation - Smokefree Indoor Air,Bars,Restriction Areas,Type of Restriction in Bar Patron Area,Designated Areas,3,Ranking,1992-06-11,1992-12-31,"(38.635790776000476, -92.56630005299968)",15GRP,235,203,False,False,7,1,0.14285714285714285,['Nebraska'],Nebraska,4910.0,0.12499999999999997
1995,4,AK,Alaska,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Hospitals,Banned,4,Ranking,1990-05-16,1990-08-14,"(64.84507995700051, -147.72205903599973)",15GRP,100,90,False,False,0,0,,[],,,0.0
1995,4,VT,Vermont,Legislation - Smokefree Indoor Air,Private Worksites,Restrictions,Type of Restriction in Private Worksite,Designated Areas,3,Ranking,1987-06-03,1988-07-01,"(43.62538123900049, -72.51764079099962)",10GRP,20,394,False,False,3,0,0.0,[],,,0.0
1995,4,NE,Nebraska,Legislation - Smokefree Indoor Air,Bars,Restrictions,Type of Restriction in Bar (Summary),Designated Areas,3,Ranking,1979-01-01,1979-12-31,"(41.6410409880005, -99.36572062299967)",10GRP,234,364,False,False,5,0,0.0,[],,,0.0
1995,4,IL,Illinois,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Hospitals,Designated Areas,3,Ranking,1990-01-09,1990-07-01,"(40.48501028300046, -88.99771017799969)",15GRP,100,173,False,False,4,1,0.25,['Iowa'],Iowa,946.0,0.21875
1995,4,KS,Kansas,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Hospitals,Designated Areas,3,Ranking,1987-04-14,1987-07-01,"(38.34774030000045, -98.20078122699965)",15GRP,100,78,False,True,4,2,0.5,"['Nebraska', 'Colorado']",Nebraska,3574.0,0.4375
1995,4,WI,Wisconsin,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Designated Areas,3,Ranking,1984-04-18,1984-04-26,"(44.39319117400049, -89.81637074199966)",15GRP,97,8,False,True,4,2,0.5,"['Michigan', 'Minnesota']",Michigan,3243.0,0.4375
1995,4,WI,Wisconsin,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Designated Areas,3,Ranking,1983-01-01,1983-12-31,"(44.39319117400049, -89.81637074199966)",15GRP,232,364,False,False,4,1,0.25,['Minnesota'],Minnesota,2922.0,0.21875
1995,4,IA,Iowa,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Designated Areas,3,Ranking,1990-04-24,1990-04-24,"(42.46940091300047, -93.81649055599968)",10GRP,37,0,False,False,6,4,0.6666666666666666,"['Minnesota', 'Wisconsin', 'Illinois', 'Nebraska']",Minnesota,5592.0,0.5833333333333333
1995,4,WI,Wisconsin,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Designated Areas,3,Ranking,1984-04-18,1984-04-26,"(44.39319117400049, -89.81637074199966)",10GRP,1,8,False,False,4,1,0.25,['Minnesota'],Minnesota,3243.0,0.21875
1995,4,ID,Idaho,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Enclosed Arenas,Designated Areas,3,Ranking,1985-03-11,1986-01-01,"(43.682630005000476, -114.3637300419997)",15GRP,98,296,False,True,5,2,0.4,"['Montana', 'Oregon']",Montana,2174.0,0.35
1995,4,OK,Oklahoma,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Hospitals,Designated Areas,3,Ranking,1987-06-24,1987-11-01,"(35.47203135600046, -97.52107021399968)",15GRP,100,130,False,False,6,4,0.6666666666666666,"['Kansas', 'Arkansas', 'Texas', 'Colorado']",Kansas,4415.0,0.5833333333333333
1995,4,IL,Illinois,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Enclosed Arenas,Designated Areas,3,Ranking,1990-01-09,1990-07-01,"(40.48501028300046, -88.99771017799969)",15GRP,98,173,False,False,4,1,0.25,['Iowa'],Iowa,946.0,0.21875
1995,4,WV,West Virginia,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Banned,4,Ranking,1985-04-13,1985-07-12,"(38.66551020200046, -80.71264013499967)",15GRP,99,90,False,False,4,0,0.0,[],,,0.0
1995,4,NJ,New Jersey,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Hospitals,Designated Areas,3,Ranking,1981-12-31,1982-06-01,"(40.13057004800049, -74.27369128799967)",15GRP,100,152,False,True,3,1,0.3333333333333333,['Pennsylvania'],Pennsylvania,1491.0,0.29166666666666663
1995,4,MI,Michigan,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Banned,4,Ranking,1992-03-18,1992-06-15,"(44.6613195430005, -84.71439026999968)",10GRP,1,89,False,False,3,0,0.0,[],,,0.0
1995,4,PR,Puerto Rico,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Designated Smoking Area,0,Ranking,1993-08-03,1994-01-30,"(18.220833, -66.590149)",10GRP,37,180,False,False,0,0,,[],,,0.0
1995,4,HI,Hawaii,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Banned,4,Ranking,1993-04-26,1993-04-26,"(21.304850435000446, -157.85774940299973)",10GRP,50,0,False,False,0,0,,[],,,0.0
1995,4,PR,Puerto Rico,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Designated Smoking Area,0,Ranking,1993-08-03,1994-01-30,"(18.220833, -66.590149)",10GRP,50,180,False,False,0,0,,[],,,0.0
1995,4,VT,Vermont,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Designated Areas,3,Ranking,1993-05-28,1993-07-01,"(43.62538123900049, -72.51764079099962)",15GRP,97,34,False,True,3,2,0.6666666666666666,"['New York', 'New Hampshire']",New York,1423.0,0.5833333333333333
1995,4,DC,District of Columbia,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Designated Areas,3,Ranking,1979-07-09,1979-09-28,"(38.89037138500049, -77.03196112699965)",15GRP,97,81,False,False,2,0,0.0,[],,,0.0
1995,4,CT,Connecticut,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Designated Areas,3,Ranking,1979-01-01,1979-12-31,"(41.56266102000046, -72.64984095199964)",10GRP,37,364,False,True,3,1,0.3333333333333333,['Rhode Island'],Rhode Island,730.0,0.29166666666666663
1995,4,KS,Kansas,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Designated Areas,3,Ranking,1987-04-14,1987-07-01,"(38.34774030000045, -98.20078122699965)",10GRP,1,78,False,False,4,1,0.25,['Nebraska'],Nebraska,2885.0,0.21875
1995,4,SC,South Carolina,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Banned,4,Ranking,1994-03-01,1994-03-01,"(33.998821303000454, -81.04537120699968)",10GRP,50,0,False,False,2,0,0.0,[],,,0.0
1995,4,AZ,Arizona,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Designated Areas,3,Ranking,1991-06-25,1991-09-21,"(34.865970280000454, -111.76381127699972)",10GRP,1,88,False,False,5,2,0.4,"['Nevada', 'New Mexico']",Nevada,5164.0,0.35
1995,4,AK,Alaska,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Restrictions,Type of Restriction in Home-Based Day Care,Designated Areas,3,Ranking,1990-05-16,1990-08-14,"(64.84507995700051, -147.72205903599973)",10GRP,65,90,False,False,0,0,,[],,,0.0
1995,4,VT,Vermont,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Malls,Designated Areas,3,Ranking,1993-05-28,1993-07-01,"(43.62538123900049, -72.51764079099962)",15GRP,96,34,False,True,3,1,0.3333333333333333,['New Hampshire'],New Hampshire,1127.0,0.29166666666666663
1995,4,CT,Connecticut,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Designated Areas,3,Ranking,1979-01-01,1979-12-31,"(41.56266102000046, -72.64984095199964)",15GRP,232,364,False,True,3,1,0.3333333333333333,['Rhode Island'],Rhode Island,730.0,0.29166666666666663
1995,4,FL,Florida,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Enclosed Arenas,Banned,4,Ranking,1985-06-19,1985-10-01,"(28.932040377000476, -81.92896053899966)",15GRP,98,104,False,False,2,0,0.0,[],,,0.0
1997,4,IN,Indiana,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Designated Areas,3,Ranking,1996-02-13,1997-07-01,"(39.766910452000445, -86.14996019399968)",15GRP,97,504,False,False,3,2,0.6666666666666666,"['Michigan', 'Illinois']",Michigan,7278.0,0.5833333333333333
1997,4,MN,Minnesota,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Prisons,Banned,4,Ranking,1996-04-02,1997-08-01,"(46.35564873600049, -94.79420050299967)",15GRP,101,486,False,False,4,0,0.0,[],,,0.0
1997,4,CA,California,Legislation - Smokefree Indoor Air,Bars,Restrictions,Type of Restriction in Bar (Summary),Designated Areas,3,Ranking,1996-09-27,1997-01-01,"(37.63864012300047, -120.99999953799971)",10GRP,234,96,False,False,3,0,0.0,[],,,0.0
1997,4,VA,Virginia,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Designated Areas,3,Ranking,1997-03-20,1997-12-01,"(37.54268067400045, -78.45789046299967)",10GRP,50,256,False,False,5,2,0.4,"['Tennessee', 'District of Columbia']",Tennessee,12305.0,0.35
1997,4,IN,Indiana,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Hospitals,Designated Areas,3,Ranking,1996-02-13,1997-07-01,"(39.766910452000445, -86.14996019399968)",15GRP,100,504,False,False,3,2,0.6666666666666666,"['Ohio', 'Illinois']",Ohio,7198.0,0.5833333333333333
1997,4,VA,Virginia,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Hospitals,Designated Areas,3,Ranking,1997-03-20,1997-12-01,"(37.54268067400045, -78.45789046299967)",15GRP,100,256,False,False,5,2,0.4,"['Tennessee', 'District of Columbia']",Tennessee,6464.0,0.35
1997,4,CA,California,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Bar Area,Designated Areas,3,Ranking,1996-09-27,1997-01-01,"(37.63864012300047, -120.99999953799971)",15GRP,231,96,False,False,3,2,0.6666666666666666,"['Oregon', 'Nevada']",Oregon,5748.0,0.5833333333333333
1997,4,CA,California,Legislation - Smokefree Indoor Air,Bars,Restriction Areas,Type of Restriction in Bar Patron Area,Designated Areas,3,Ranking,1996-09-27,1997-01-01,"(37.63864012300047, -120.99999953799971)",15GRP,235,96,False,False,3,0,0.0,[],,,0.0
1997,4,CA,California,Legislation - Smokefree Indoor Air,Bars,Restriction Areas,Type of Restriction in Bar Employee Area,Designated Areas,3,Ranking,1996-09-27,1997-01-01,"(37.63864012300047, -120.99999953799971)",15GRP,236,96,False,False,3,0,0.0,[],,,0.0
1997,4,CA,California,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Designated Areas,3,Ranking,1996-09-27,1997-01-01,"(37.63864012300047, -120.99999953799971)",10GRP,37,96,False,False,3,2,0.6666666666666666,"['Oregon', 'Nevada']",Oregon,5748.0,0.5833333333333333
1997,4,VA,Virginia,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Designated Areas,3,Ranking,1997-03-20,1997-12-01,"(37.54268067400045, -78.45789046299967)",15GRP,232,256,False,False,5,1,0.2,['District of Columbia'],District of Columbia,2288.0,0.175
1997,4,VA,Virginia,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Designated Areas,3,Ranking,1997-03-20,1997-12-01,"(37.54268067400045, -78.45789046299967)",15GRP,97,256,False,False,5,1,0.2,['District of Columbia'],District of Columbia,6464.0,0.175
1997,4,WV,West Virginia,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Prisons,Banned,4,Ranking,1997-04-22,1997-07-09,"(38.66551020200046, -80.71264013499967)",15GRP,101,78,False,False,4,0,0.0,[],,,0.0
1997,4,VA,Virginia,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Designated Areas,3,Ranking,1997-03-20,1997-12-01,"(37.54268067400045, -78.45789046299967)",10GRP,37,256,False,True,5,2,0.4,"['Maryland', 'District of Columbia']",Maryland,2288.0,0.35
1997,4,VA,Virginia,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Malls,Designated Areas,3,Ranking,1997-03-20,1997-12-01,"(37.54268067400045, -78.45789046299967)",15GRP,96,256,False,False,5,0,0.0,[],,,0.0
1997,4,MA,Massachusetts,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Banned,4,Ranking,1997-08-28,1997-11-26,"(42.27687047000046, -72.08269067499964)",10GRP,1,90,False,False,5,0,0.0,[],,,0.0
1997,4,VA,Virginia,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Designated Areas,3,Ranking,1997-03-20,1997-12-01,"(37.54268067400045, -78.45789046299967)",10GRP,1,256,False,False,5,1,0.2,['District of Columbia'],District of Columbia,6464.0,0.175
1997,4,VA,Virginia,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Patron Area,Designated Areas,3,Ranking,1997-03-20,1997-12-01,"(37.54268067400045, -78.45789046299967)",15GRP,233,256,False,True,5,2,0.4,"['Maryland', 'District of Columbia']",Maryland,2288.0,0.35
1998,4,CT,Connecticut,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Designated Areas,3,Ranking,1998-12-01,1998-12-01,"(41.56266102000046, -72.64984095199964)",15GRP,232,0,False,False,3,2,0.6666666666666666,"['Massachusetts', 'Rhode Island']",Massachusetts,8004.0,0.5833333333333333
1998,4,CT,Connecticut,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Designated Areas,3,Ranking,1998-12-01,1998-12-31,"(41.56266102000046, -72.64984095199964)",10GRP,37,30,False,False,3,3,1.0,"['New York', 'Massachusetts', 'Rhode Island']",New York,8004.0,0.7
1998,4,GA,Georgia,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Public Transportation,Banned,4,Ranking,1998-04-14,1998-07-01,"(32.83968109300048, -83.62758034599966)",15GRP,99,78,False,False,5,2,0.4,"['Florida', 'South Carolina']",Florida,4682.0,0.35
1998,4,CT,Connecticut,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Patron Area,Designated Areas,3,Ranking,1998-12-01,1998-12-31,"(41.56266102000046, -72.64984095199964)",15GRP,233,30,False,False,3,2,0.6666666666666666,"['Massachusetts', 'Rhode Island']",Massachusetts,8004.0,0.5833333333333333
1998,4,IN,Indiana,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Designated Areas,3,Ranking,1998-03-11,1998-07-01,"(39.766910452000445, -86.14996019399968)",10GRP,50,112,False,False,3,0,0.0,[],,,0.0
1998,4,CA,California,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Bar Area,Banned,4,Ranking,1996-09-27,1998-01-01,"(37.63864012300047, -120.99999953799971)",15GRP,231,461,False,False,3,0,0.0,[],,,0.0
1998,4,CA,California,Legislation - Smokefree Indoor Air,Bars,Restriction Areas,Type of Restriction in Bar Patron Area,Banned,4,Ranking,1996-09-27,1998-01-01,"(37.63864012300047, -120.99999953799971)",15GRP,235,461,False,False,3,0,0.0,[],,,0.0
1998,4,CT,Connecticut,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Bar Area,Designated Areas,3,Ranking,1998-12-01,1998-12-31,"(41.56266102000046, -72.64984095199964)",15GRP,231,30,False,False,3,2,0.6666666666666666,"['Massachusetts', 'Rhode Island']",Massachusetts,8004.0,0.5833333333333333
1998,4,NJ,New Jersey,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Banned,4,Ranking,1998-06-30,1998-09-28,"(40.13057004800049, -74.27369128799967)",10GRP,50,90,False,True,3,2,0.6666666666666666,"['Delaware', 'New York']",Delaware,1463.0,0.5833333333333333
1999,4,NE,Nebraska,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Banned,4,Ranking,1999-03-30,1999-08-28,"(41.6410409880005, -99.36572062299967)",10GRP,1,151,False,False,5,1,0.2,['South Dakota'],South Dakota,2405.0,0.175
1999,4,ME,Maine,Legislation - Smokefree Indoor Air,Restaurants,Restrictions,Type of Restriction in Restaurant (Summary),Designated Areas,3,Ranking,1999-04-06,1999-09-18,"(45.254228894000505, -68.98503133599962)",10GRP,37,165,False,True,1,1,1.0,['New Hampshire'],New Hampshire,3266.0,0.7
1999,4,ME,Maine,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Employee Area,Designated Areas,3,Ranking,1999-04-06,1999-09-18,"(45.254228894000505, -68.98503133599962)",15GRP,232,165,False,True,1,1,1.0,['New Hampshire'],New Hampshire,3266.0,0.7
1999,4,ME,Maine,Legislation - Smokefree Indoor Air,Restaurants,Restriction Areas,Type of Restriction in Restaurant Patron Area,Designated Areas,3,Ranking,1999-04-06,1999-09-18,"(45.254228894000505, -68.98503133599962)",15GRP,233,165,False,True,1,1,1.0,['New Hampshire'],New Hampshire,3266.0,0.7
1999,4,PR,Puerto Rico,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Enclosed Arenas,Banned,4,Ranking,1999-08-21,1999-08-21,"(18.220833, -66.590149)",15GRP,98,0,False,False,0,0,,[],,,0.0
1999,4,OH,Ohio,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Banned,4,Ranking,1999-01-19,1999-01-19,"(40.06021014100048, -82.40426005599966)",10GRP,1,0,False,False,4,1,0.25,['Michigan'],Michigan,2498.0,0.21875
1999,4,CT,Connecticut,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Mental Health - Outpatient Facilities,Designated Areas,3,Ranking,1999-01-01,1999-01-01,"(41.56266102000046, -72.64984095199964)",15GRP,340,0,False,False,3,0,0.0,[],,,0.0
2000,4,NE,Nebraska,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Banned,4,Ranking,2000-04-13,2000-04-13,"(41.6410409880005, -99.36572062299967)",10GRP,50,0,False,True,5,2,0.4,"['Missouri', 'Colorado']",Missouri,2494.0,0.35
2000,4,MS,Mississippi,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Designated Areas,3,Ranking,2000-05-20,2000-07-01,"(32.745510099000455, -89.53803082499968)",10GRP,1,42,False,False,4,1,0.25,['Louisiana'],Louisiana,2867.0,0.21875
2000,4,MI,Michigan,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Grocery Stores,Designated Areas,3,Ranking,2000-05-08,2000-11-08,"(44.6613195430005, -84.71439026999968)",15GRP,97,184,False,False,3,2,0.6666666666666666,"['Wisconsin', 'Indiana']",Wisconsin,5864.0,0.5833333333333333
2000,4,RI,Rhode Island,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Banned,4,Ranking,2000-07-13,2000-07-13,"(41.70828019300046, -71.52247031399963)",10GRP,50,0,False,False,2,0,0.0,[],,,0.0
2000,4,RI,Rhode Island,Legislation - Smokefree Indoor Air,Home-based Day Care Centers,Restrictions,Type of Restriction in Home-Based Day Care,Banned,4,Ranking,2000-07-13,2000-07-13,"(41.70828019300046, -71.52247031399963)",10GRP,65,0,False,False,2,0,0.0,[],,,0.0
2000,4,RI,Rhode Island,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Vehicles,Type of Restriction in Commercial Day Care Vehicle,Banned,4,Ranking,2000-07-13,2000-07-13,"(41.70828019300046, -71.52247031399963)",30GRP,61,0,False,False,2,0,0.0,[],,,0.0
2001,4,ME,Maine,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Mental Health - Residential Facilities,Designated Areas,3,Ranking,2001-04-12,2001-07-11,"(45.254228894000505, -68.98503133599962)",15GRP,341,90,False,False,1,0,0.0,[],,,0.0
2001,4,ME,Maine,Legislation - Smokefree Indoor Air,Smokefree Indoor Air – Other Sites,Restriction Areas,Substance Use - Residential Facilities,Designated Areas,3,Ranking,2001-04-12,2001-07-11,"(45.254228894000505, -68.98503133599962)",15GRP,339,90,False,False,1,0,0.0,[],,,0.0
2001,4,DC,District of Columbia,Legislation - Smokefree Indoor Air,Government Worksites,Vehicles,Type of Restriction in Government Worksite Vehicle,Banned,4,Ranking,2001-01-01,2001-01-01,"(38.89037138500049, -77.03196112699965)",30GRP,17,0,False,False,2,0,0.0,[],,,0.0
2001,4,DC,District of Columbia,Legislation - Smokefree Indoor Air,Commercial Day Care Centers,Restrictions,Type of Restriction in Commercial Day Care,Designated Areas,3,Ranking,1979-07-12,1979-09-28,"(38.89037138500049, -77.03196112699965)",10GRP,50,78,False,False,2,0,0.0,[],,,0.0
2001,4,MT,Montana,Legislation - Smokefree Indoor Air,Government Worksites,Restrictions,Type of Restriction in Government Worksite,Banned,4,Ranking,2001-04-20,2001-04-20,"(47.06652897200047, -109.42442064499971)",10GRP,1,0,False,True,3,2,0.6666666666666666,"['South Dakota', 'Idaho']",South Dakota,3391.0,0.5833333333333333
